Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
253d1e83-eec3-4691-9c82-1bf5034b67ad,Technical Integrations,Scrum for Technical Integration,82c9d6de-bfa5-49dc-91bb-a3c36573745a,True
