Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
bd267a71-a93f-425c-bf32-2d7688de90d3,Common,Scrum with Initiatives,e7e99f8f-7f00-4d0f-a37b-8f953e7132c1,True
