Project ID,Project Name,Team ID,Team Name,Bug Behavior,Bug Behavior Label,Working Days,Backlog Iteration Path,Default Iteration Path,Default Iteration Macro,Initiatives Visible,Epics Visible,Features Visible,Stories Visible
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,f4965d9c-2a78-458a-86e9-b0bae5f45b4c,950 Team,asRequirements,With Stories,"monday, tuesday, wednesday, thursday, friday",,\950,@currentIteration,False,True,True,True
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,dc09cbcf-95fe-46b2-8734-cda0c5687dd4,TPAM Team,asRequirements,With Stories,"monday, tuesday, wednesday, thursday, friday",,\TPAM Support,@currentIteration,False,True,True,True
