Project ID,Project Name,Backlog Level Name,Backlog Level Type,WIT Ref Names,WIT Display Names,Item Limit
36120c88-f17e-4f1d-b34d-6e98e30c1fe9,Identity Manager,Features,Portfolio,Feature,Feature,1000
36120c88-f17e-4f1d-b34d-6e98e30c1fe9,Identity Manager,Epics,Portfolio,Epic,Epic,1000
36120c88-f17e-4f1d-b34d-6e98e30c1fe9,Identity Manager,Backlog items,Requirement,Product Backlog Item,Product Backlog Item,1000
36120c88-f17e-4f1d-b34d-6e98e30c1fe9,Identity Manager,Tasks,Task,Task,Task,1000
