Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
a9113621-04e8-44df-a0d0-c624b9245634,Operations,Scrum with Initiatives,e7e99f8f-7f00-4d0f-a37b-8f953e7132c1,True
