Project ID,Project Name,Backlog Level Name,Backlog Level Type,WIT Ref Names,WIT Display Names,Item Limit
a9113621-04e8-44df-a0d0-c624b9245634,Operations,Initiatives,Portfolio,Initiative,Initiative,1000
a9113621-04e8-44df-a0d0-c624b9245634,Operations,Epics,Portfolio,Epic,Epic,1000
a9113621-04e8-44df-a0d0-c624b9245634,Operations,Features,Portfolio,Feature,Feature,1000
a9113621-04e8-44df-a0d0-c624b9245634,Operations,Backlog items,Requirement,Product Backlog Item,Product Backlog Item,1000
a9113621-04e8-44df-a0d0-c624b9245634,Operations,Tasks,Task,Task,Task,1000
