Project ID,Project Name,Backlog Level Name,Backlog Level Type,WIT Ref Names,WIT Display Names,Item Limit
d7842b0c-84f2-49a0-a442-c9738633e80e,Privilege Manager,Features,Portfolio,Feature,Feature,1000
d7842b0c-84f2-49a0-a442-c9738633e80e,Privilege Manager,Epics,Portfolio,Epic,Epic,1000
d7842b0c-84f2-49a0-a442-c9738633e80e,Privilege Manager,Backlog items,Requirement,Product Backlog Item,Product Backlog Item,1000
d7842b0c-84f2-49a0-a442-c9738633e80e,Privilege Manager,Tasks,Task,Task,Task,1000
