Reference Name,Display Name,Description,Type,Usage,Is Queryable,Can Sort By,Is Identity,Is Picklist,Picklist ID,Is Picklist Suggested,Read Only,Is Locked,Supported Operations Count,URL
Microsoft.VSTS.Scheduling.CompletedWork,Completed Work,The number of units of work that have been spent on this bug,double,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Scheduling.CompletedWork
Custom.Component,Component,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Component
Custom.Components,Components,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Components
Custom.Components12,Components12,,string,workItem,True,True,False,True,e22e4d4a-810d-4e2f-a8d0-b97b11ca5443,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Components12
Microsoft.VSTS.CMMI.ContingencyPlan,Contingency Plan,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ContingencyPlan
Microsoft.VSTS.CMMI.CorrectiveActionActualResolution,Corrective Action Actual Resolution,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.CorrectiveActionActualResolution
Microsoft.VSTS.CMMI.CorrectiveActionPlan,Corrective Action Plan,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.CorrectiveActionPlan
Custom.CPDBrief,CPD Brief,Short narrative summary of Customer Problem Statement with link to CPD document.,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.CPDBrief
Custom.CPDLink,CPD Link,Direct link to Customer Problem Statement URL,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.CPDLink
Custom.CR#,CR #,Should be input for Escalated work items,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.CR#
System.CreatedBy,Created By,,string,workItem,True,True,True,False,,False,True,False,19,https://dev.azure.com/1id/_apis/wit/fields/System.CreatedBy
System.CreatedDate,Created Date,,dateTime,workItem,True,True,False,False,,False,True,False,14,https://dev.azure.com/1id/_apis/wit/fields/System.CreatedDate
Custom.CrossTeamTest,Cross Team Test,,string,workItem,True,True,False,True,d39e118a-129d-4ee0-a5b8-0484a501d8cf,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.CrossTeamTest
Custom.CurrentCYQuarter,Current CY Quarter,,string,workItem,True,True,False,True,b11c74e6-14d2-4106-8590-6a8c94c2dd70,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.CurrentCYQuarter
Custom.CurrentQuarter,Current Quarter,Current fiscal year (FY) quarter for commit delivery,string,workItem,True,True,False,True,95d8be48-8530-46da-a56a-c0a6ca95aad4,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.CurrentQuarter
Custom.CurrentYear,Current Year,Current fiscal year (FY) commitment delivery is planned for,integer,workItem,True,True,False,True,78a18d94-943e-409b-aad7-447ca0760644,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Custom.CurrentYear
AgileforVDS.Customer,Customer,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/AgileforVDS.Customer
Custom.CustomerProblemDefinition,Customer Problem Definition,"Define the specific type of customer you are addressing. This could include their role, goals, or other relevant characteristics.",html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.CustomerProblemDefinition
Custom.CustomerProblemStatement,Customer Problem Statement,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.CustomerProblemStatement
Custom.CustomerReportedIncident,Customer Reported Incident,,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.CustomerReportedIncident
Custom.DefinitionofDone,Definition of Done,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.DefinitionofDone
Custom.DefinitionofReady,Definition of Ready,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.DefinitionofReady
Custom.Definition_of_Done,Definition_of_Done,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.Definition_of_Done
Custom.DemoVideo,Demo Video,"URL of the demo video for the support training or ""N/A"" if there is nothing to demo.",string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DemoVideo
Custom.Dependencies,Dependencies,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.Dependencies
System.Description,Description,Description or acceptance criteria for this epic to be considered complete,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/System.Description
Custom.DevTeam,Dev Team,,string,workItem,True,True,False,True,2182d78e-aae1-486b-b6c5-e699a23ed757,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DevTeam
Custom.cd7cbe93-e966-47f1-b468-ca174b117c0a,DevTeam,,string,workItem,True,True,False,True,0a7617f6-38b8-4d8c-a8ea-45564d8e256a,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.cd7cbe93-e966-47f1-b468-ca174b117c0a
Custom.DGEBusinessPriority,DGEBusinessPriority,,string,workItem,True,True,False,True,fcfa53e6-6587-486a-b233-baf1c9392cbd,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEBusinessPriority
Custom.DGECustomerAccount,DGECustomerAccount,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGECustomerAccount
Custom.DGEEscalationStatus,DGEEscalationStatus,,string,workItem,True,True,False,True,66c5be13-19c4-4a40-a0fb-c885431c057d,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEEscalationStatus
Custom.DGEKBDetails,DGEKBDetails,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEKBDetails
Custom.DGEKBID,DGEKBID,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEKBID
Custom.DGEKBIdentifier,DGEKBIdentifier,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEKBIdentifier
Custom.DGEKBInternalExternal,DGEKBInternalExternal,,string,workItem,True,True,False,True,7e3ee160-0667-41aa-af8d-50d3dd97ccad,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEKBInternalExternal
Custom.DGEKBStatus,DGEKBStatus,,string,workItem,True,True,False,True,f1576ab0-56be-4eb2-97f2-75f10aba7580,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEKBStatus
Custom.DGEKBURL,DGEKBURL,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEKBURL
Custom.DGEPremierCustomer,DGEPremierCustomer,,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEPremierCustomer
Custom.DGERequiresD1M,DGERequiresD1M,,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGERequiresD1M
Custom.DGEServiceRequestNumber,DGEServiceRequestNumber,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGEServiceRequestNumber
Custom.DGETargetVersion,DGETargetVersion,,string,workItem,True,True,False,True,d5b13de3-2330-4a22-a2b2-4cf1339b2018,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGETargetVersion
Custom.DGETestDuration,DGETestDuration,Estimate time in hours to manually run this test (e.g. 1.25),integer,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Custom.DGETestDuration
Microsoft.VSTS.Common.Discipline,Discipline,The discipline to which the bug belongs,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Common.Discipline
Custom.DOCTeamApproved,DOC Team Approved,,string,workItem,True,True,False,True,5d1dde81-b901-44da-8047-d365388864d8,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DOCTeamApproved
Custom.DocumentationAcceptanceCriteria,Documentation Acceptance Criteria,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.DocumentationAcceptanceCriteria
Custom.DocumentationStatus,Documentation Status,,string,workItem,True,True,False,True,c7871479-6ec7-4d50-9f26-dd0a1b5da3c4,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.DocumentationStatus
Microsoft.VSTS.Scheduling.DueDate,Due Date,The date by which this issue needs to be closed,dateTime,workItem,True,True,False,False,,False,False,False,14,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Scheduling.DueDate
Microsoft.VSTS.Scheduling.Effort,Effort,The estimated effort to implemented the epic,double,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Scheduling.Effort
Custom.EpicLink,Epic Link,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.EpicLink
Custom.EpicTitle,EpicTitle,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.EpicTitle
Microsoft.VSTS.CMMI.Escalate,Escalate,Used to flag an issue as critical,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.Escalate
Custom.EscalationDate,Escalation Date,The date when the issue was escalated,dateTime,workItem,True,True,False,False,,False,False,False,14,https://dev.azure.com/1id/_apis/wit/fields/Custom.EscalationDate
Custom.EscalationSource,Escalation Source,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.EscalationSource
Custom.EstimatedProgressCompleted,Estimated Progress Completed,,integer,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Custom.EstimatedProgressCompleted
Custom.Estimatedsize,Estimated size,,string,workItem,True,True,False,True,6e8910f3-b9cd-4de0-9874-c2ed78c5f474,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Estimatedsize
System.ExternalLinkCount,External Link Count,,integer,workItem,True,True,False,False,,False,True,False,14,https://dev.azure.com/1id/_apis/wit/fields/System.ExternalLinkCount
Custom.ExternalPrimaryKey,External Primary Key,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.ExternalPrimaryKey
Custom.ExternalReferenceId,External Reference Id,Reference External IDs such as those for JIRA,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.ExternalReferenceId
Custom.Feature_Owner,Feature_Owner,,string,workItem,True,True,False,True,8ae57f4d-7483-4283-b6b9-fc4686837fd9,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Feature_Owner
Custom.FeatureOwner,FeatureOwner,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.FeatureOwner
Microsoft.VSTS.Scheduling.FinishDate,Finish Date,The date to finish the task,dateTime,workItem,True,True,False,False,,False,False,False,14,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Scheduling.FinishDate
Custom.FixVersion,Fix Version,,string,workItem,True,True,False,True,4e151566-a916-44fb-b425-aa8fa80a672e,True,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.FixVersion
Custom.FixedVersion,Fixed Version,Semantic version of various Microservices are bundled under a Fixed version e.g. 2025.2 (2nd release of 2025),string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.FixedVersion
Custom.FixedIn,FixedIn,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.FixedIn
Microsoft.VSTS.Build.FoundIn,Found In,The build in which the bug was found,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Build.FoundIn
Microsoft.VSTS.CMMI.FoundInEnvironment,Found In Environment,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.FoundInEnvironment
Custom.GlobalDevF,Global DevF,,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.GlobalDevF
Custom.HasReleaseTag,HasReleaseTag,,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.HasReleaseTag
System.History,History,Discussion thread plus automatic record of changes,history,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/System.History
Custom.Hotfixlinie,Hotfixlinie,,string,workItem,True,True,False,True,fcdfc920-abcf-4fa4-96c9-32a13f7d33dd,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Hotfixlinie
Microsoft.VSTS.CMMI.HowFound,How Found,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.HowFound
System.HyperLinkCount,Hyperlink Count,,integer,workItem,True,True,False,False,,False,True,False,14,https://dev.azure.com/1id/_apis/wit/fields/System.HyperLinkCount
System.Id,ID,,integer,workItem,True,True,False,False,,False,True,False,14,https://dev.azure.com/1id/_apis/wit/fields/System.Id
Custom.IdentityManager,Identity Manager,,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.IdentityManager
Custom.Impact,Impact,,string,workItem,True,True,False,True,6d4c564d-4183-499c-8364-bccbdfb926d6,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Impact
Microsoft.VSTS.CMMI.ImpactAssessmentHtml,Impact Assessment HTML,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ImpactAssessmentHtml
Microsoft.VSTS.CMMI.ImpactOnArchitecture,Impact on Architecture,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ImpactOnArchitecture
Microsoft.VSTS.CMMI.ImpactOnDevelopment,Impact on Development,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ImpactOnDevelopment
Microsoft.VSTS.CMMI.ImpactOnTechnicalPublications,Impact on Technical Publications,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ImpactOnTechnicalPublications
Microsoft.VSTS.CMMI.ImpactOnTest,Impact on Test,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ImpactOnTest
Microsoft.VSTS.CMMI.ImpactOnUserExperience,Impact on User Experience,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.ImpactOnUserExperience
System.InAdminOnlyTreeFlag,InAdminOnlyTreeFlag,,integer,workItem,False,False,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/System.InAdminOnlyTreeFlag
System.InDeletedTreeFlag,InDeletedTreeFlag,,integer,workItem,False,False,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/System.InDeletedTreeFlag
Microsoft.VSTS.Build.IntegrationBuild,Integration Build,The build in which the bug was fixed,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Build.IntegrationBuild
Custom.InternalTagSetProperly,InternalTagSetProperly,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.InternalTagSetProperly
Custom.Investment,Investment,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.Investment
System.IsDeleted,Is Deleted,,boolean,workItem,False,False,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/System.IsDeleted
Custom.IsArchived,IsArchived,"Toggle for old work items, particularly for Jira to ADO migration",boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.IsArchived
Custom.IsBlocked,IsBlocked,Use this to identify that the work is blocked,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.IsBlocked
Custom.IsCommitted,IsCommitted,Has this item been committed to an FY quarter?,boolean,workItem,True,True,False,False,,False,False,False,5,https://dev.azure.com/1id/_apis/wit/fields/Custom.IsCommitted
Microsoft.VSTS.Common.Issue,Issue,"Used to highlight the shared step, e.g., to mark it as an issue",string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.Common.Issue
System.IterationId,Iteration ID,,integer,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/System.IterationId
System.IterationLevel1,Iteration Level 1,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel1
System.IterationLevel2,Iteration Level 2,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel2
System.IterationLevel3,Iteration Level 3,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel3
System.IterationLevel4,Iteration Level 4,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel4
System.IterationLevel5,Iteration Level 5,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel5
System.IterationLevel6,Iteration Level 6,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel6
System.IterationLevel7,Iteration Level 7,,string,workItem,True,True,False,False,,False,False,False,18,https://dev.azure.com/1id/_apis/wit/fields/System.IterationLevel7
System.IterationPath,Iteration Path,The iteration within which this bug will be fixed,treePath,workItem,True,True,False,False,,False,False,False,6,https://dev.azure.com/1id/_apis/wit/fields/System.IterationPath
Microsoft.VSTS.CMMI.Justification,Justification,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.Justification
Custom.KnownIssueCategory,KnownIssueCategory,,string,workItem,True,True,False,True,41208d36-9572-4a82-be37-877c8c513970,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.KnownIssueCategory
Custom.KnownIssueRootCause,KnownIssueRootCause,,string,workItem,True,True,False,True,e776b474-b446-4afd-a805-a36ef775b9cc,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.KnownIssueRootCause
System.Links.LinkType,Link Type,,integer,workItemLink,True,True,False,False,,False,True,False,14,https://dev.azure.com/1id/_apis/wit/fields/System.Links.LinkType
Custom.LinkCount,LinkCount,,integer,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Custom.LinkCount
System.LinkedFiles,Linked Files,,string,workItem,False,False,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/System.LinkedFiles
Custom.LinkedSR,LinkedSR,,integer,workItem,True,True,False,True,9c26117a-e0ea-4473-819b-2e17763896b9,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Custom.LinkedSR
Microsoft.VSTS.TCM.LocalDataSource,Local Data Source,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.TCM.LocalDataSource
Custom.4e98c6e8-0dea-4aec-8b31-85881ed3cd88,LoKI Description,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.4e98c6e8-0dea-4aec-8b31-85881ed3cd88
Custom.ad17bab8-dd4e-45a8-a4ea-5bd98964a84c,LoKI Draft,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.ad17bab8-dd4e-45a8-a4ea-5bd98964a84c
Custom.90f9aabc-f6f8-48fa-9062-0b572f45881c,LoKI Reason,Publication LoKI Reason,string,workItem,True,True,False,True,4aec7ef2-799c-4186-9177-9c2de0a3786f,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.90f9aabc-f6f8-48fa-9062-0b572f45881c
Custom.1ea02d30-6e7d-49fa-a749-a2d58b2a11fa,LoKI State,,string,workItem,True,True,False,True,f64d105e-517d-4e46-ad3b-62c1f016e451,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.1ea02d30-6e7d-49fa-a749-a2d58b2a11fa
Custom.LoKIWorkaround,LoKI Workaround,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIWorkaround
Custom.158ef636-675e-48ba-848c-70e8b0d9ebe4,LoKI Workaround Draft,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.158ef636-675e-48ba-848c-70e8b0d9ebe4
Custom.LoKIDescription,LoKIDescription,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIDescription
Custom.LoKIDraft,LoKIDraft,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIDraft
Custom.LoKIReason,LoKIReason,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIReason
Custom.LoKIState,LoKIState,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIState
Custom.LoKIWorkaroundDescription,LoKIWorkaroundDescription,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIWorkaroundDescription
Custom.LoKIWorkaroundDraft,LoKIWorkaroundDraft,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoKIWorkaroundDraft
Custom.e1103252-24bd-40d4-a554-f6e6cc087858,LoU Description,Click here to add description as you want it to appear in List of Updates,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.e1103252-24bd-40d4-a554-f6e6cc087858
Custom.5291377b-8c5a-444e-bba7-55c80c85f945,LoU Draft,Click to add draft as you want it appear in List of Updates,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.5291377b-8c5a-444e-bba7-55c80c85f945
Custom.e17304fd-7909-418b-9a0e-424e054c3814,LoU Reason,Publication List Of Updates Reason,string,workItem,True,True,False,True,a0c02aad-7ddd-45a4-89d8-9d4a1256c25d,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.e17304fd-7909-418b-9a0e-424e054c3814
Custom.79b2c28d-3fa8-4d15-8459-fff9c2ffe357,LoU State,Publication List Of Updates State,string,workItem,True,True,False,True,0539dbc7-f617-49cc-a81a-d0f1f6e46e8e,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.79b2c28d-3fa8-4d15-8459-fff9c2ffe357
Custom.LoUDescription,LoUDescription,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoUDescription
Custom.LoUDraft,LoUDraft,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoUDraft
Custom.LoUReason,LoUReason,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoUReason
Custom.LoUState,LoUState,,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.LoUState
Custom.MainWorkItemId,MainWorkItemId,ID of the main work item,integer,workItem,True,True,False,False,,False,False,False,15,https://dev.azure.com/1id/_apis/wit/fields/Custom.MainWorkItemId
Microsoft.VSTS.CMMI.MeetingType,Meeting Type,The type of the review meeting,string,workItem,True,True,False,False,,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.MeetingType
Microsoft.VSTS.CMMI.Minutes,Minutes,The minutes of the review meeting,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.Minutes
Microsoft.VSTS.CMMI.MitigationPlan,Mitigation Plan,,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.MitigationPlan
Microsoft.VSTS.CMMI.MitigationTriggers,Mitigation Triggers,The mitigation triggers,html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Microsoft.VSTS.CMMI.MitigationTriggers
Custom.MOP,MOP,"A MOP is Different from a Runbook, Procedure, or Best Practices, a MOP is a granular and detailed schedule. The MOP, or Method of Procedure is specific to the individuals taking action, the changes being released, and the timing of the changes.",html,workItem,True,False,False,False,,False,False,False,2,https://dev.azure.com/1id/_apis/wit/fields/Custom.MOP
Custom.My_Category,My_Category,,string,workItem,True,True,False,True,31c7135a-59b4-4ad7-bbb0-485833d08129,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.My_Category
Custom.My_QAS_Team,My_QAS_Team,,string,workItem,True,True,False,True,7d39b705-c964-4648-a1b1-fb17d53d57d2,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.My_QAS_Team
Custom.My_QPM_Team,My_QPM_Team,,string,workItem,True,True,False,True,3060d1f9-aaa0-4043-a818-9457a30499f2,True,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.My_QPM_Team
Custom.My_Safeguard_Team,My_Safeguard_Team,,string,workItem,True,True,False,True,fdea471f-d293-46ae-8c5c-db77763e3d47,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.My_Safeguard_Team
Custom.MyAutomationStatus,MyAutomationStatus,,string,workItem,True,True,False,True,0fc7c62f-c7e4-447f-a7b8-9f4ecd2b36bf,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.MyAutomationStatus
Custom.MyBugBranch,MyBugBranch,,string,workItem,True,True,False,True,fe8f9df3-0b43-49a4-8475-d7579305b503,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.MyBugBranch
Custom.MyBugOrigin,MyBugOrigin,Enter Bug Origin,string,workItem,True,True,False,True,5d5dca36-b8d0-47c5-aa99-8e0b0ed3b673,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.MyBugOrigin
Custom.MyBugPlatform,MyBugPlatform,,string,workItem,True,True,False,True,a1c6e1e4-9f0c-451e-889a-491d9a956383,False,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.MyBugPlatform
Custom.MyComponents,MyComponents,,string,workItem,True,True,False,True,92f48671-2d59-4f8f-8d75-f435cc9e5f43,True,False,False,19,https://dev.azure.com/1id/_apis/wit/fields/Custom.MyComponents
