Project ID,Project Name,Team ID,Team Name,Bug Behavior,Bug Behavior Label,Working Days,Backlog Iteration Path,Default Iteration Path,Default Iteration Macro,Initiatives Visible,Epics Visible,Features Visible,Stories Visible
1a1ca370-f983-411b-877c-dc06f91b6e73,Sandbox - OID,3c13016b-cb2d-4074-8415-977d700ff1f9,Sandbox - OID Team,asRequirements,With Stories,"monday, tuesday, wednesday, thursday, friday",,\Sprint 1,@currentIteration,False,True,True,True
