Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
d7b91afd-e7d2-4ae0-8d0c-96ef0399403d,Mainframe,Scrum with Initiatives,e7e99f8f-7f00-4d0f-a37b-8f953e7132c1,True
