Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
37db689c-f8ee-4fa2-820e-3eefa59af7ee,Privilege Manager for Windows,Scrum for Privileged Manager for Windows,0b289b7d-273c-4f4e-a63c-6dbd90ce897a,True
