Project ID,Project Name,Backlog Level Name,Backlog Level Type,WIT Ref Names,WIT Display Names,Item Limit
7e8eb1b9-d3ab-4504-9c89-0a8b4d98d7d6,DTox,Initiatives,Portfolio,Initiative,Initiative,1000
7e8eb1b9-d3ab-4504-9c89-0a8b4d98d7d6,DTox,Epics,Portfolio,Epic,Epic,1000
7e8eb1b9-d3ab-4504-9c89-0a8b4d98d7d6,DTox,Features,Portfolio,Feature,Feature,1000
7e8eb1b9-d3ab-4504-9c89-0a8b4d98d7d6,DTox,Backlog items,Requirement,Product Backlog Item,Product Backlog Item,1000
7e8eb1b9-d3ab-4504-9c89-0a8b4d98d7d6,DTox,Tasks,Task,Task,Task,1000
