Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
7e8eb1b9-d3ab-4504-9c89-0a8b4d98d7d6,DTox,Scrum with Initiatives,e7e99f8f-7f00-4d0f-a37b-8f953e7132c1,True
