Project ID,Project Name,Team ID,Team Name,Bug Behavior,Bug Behavior Label,Working Days,Backlog Iteration Path,Default Iteration Path,Default Iteration Macro,Initiatives Visible,Epics Visible,Features Visible,Stories Visible
c7aa2319-b458-4975-9827-191f86a39ad5,TechComm,022edf16-b018-42a3-ad46-f340b6429198,TechComm Team,asRequirements,With Stories,"monday, tuesday, wednesday, thursday, friday",,,,,True,True,True
