Project ID,Project Name,Backlog Level Name,Backlog Level Type,WIT Ref Names,WIT Display Names,Item Limit
c7aa2319-b458-4975-9827-191f86a39ad5,TechComm,Epics,Portfolio,Epic,Epic,1000
c7aa2319-b458-4975-9827-191f86a39ad5,TechComm,Features,Portfolio,Feature,Feature,1000
c7aa2319-b458-4975-9827-191f86a39ad5,TechComm,Backlog items,Requirement,Product Backlog Item,Product Backlog Item,1000
c7aa2319-b458-4975-9827-191f86a39ad5,TechComm,Tasks,Task,Task,Task,1000
