Project ID,Project Name,Backlog Level Name,Backlog Level Type,WIT Ref Names,WIT Display Names,Item Limit
a1a8003e-d7eb-488b-b6b6-9f989b889636,SPS,Epics,Portfolio,Epic,Epic,1000
a1a8003e-d7eb-488b-b6b6-9f989b889636,SPS,Features,Portfolio,Feature,Feature,1000
a1a8003e-d7eb-488b-b6b6-9f989b889636,SPS,Backlog items,Requirement,Product Backlog Item,Product Backlog Item,1000
a1a8003e-d7eb-488b-b6b6-9f989b889636,SPS,Tasks,Task,Task,Task,1000
