Project ID,Project Name,Template Name,Template Type ID,Is Custom Inherited
06563b5a-8342-4b3e-9e7a-c43001706a81,Global Enablement,Scrum for Global Enablement,db9f7108-5d09-4ebd-81dd-4d26eb3928b1,True
